system:index,20230204T091201_20230204T091332_T35UNT_STR,20230207T092141_20230207T092337_T35UNT_STR,20230209T091029_20230209T091028_T35UNT_STR,20230212T092029_20230212T092026_T35UMT_STR,20230212T092029_20230212T092026_T35UNT_STR,20230214T091051_20230214T091332_T35UNT_STR,20230306T090831_20230306T091330_T35UNS_STR,20230306T090831_20230306T091330_T35UNT_STR,20230319T092031_20230319T092026_T35UMT_STR,20230319T092031_20230319T092026_T35UNT_STR,20230326T090611_20230326T091116_T35UNS_STR,20230326T090611_20230326T091116_T35UNT_STR,20230418T092031_20230418T092027_T35UMT_STR,20230418T092031_20230418T092027_T35UNT_STR,20230423T092029_20230423T092030_T35UMT_STR,20230423T092029_20230423T092030_T35UNS_STR,20230423T092029_20230423T092030_T35UNT_STR,20230425T090551_20230425T091049_T35UNS_STR,20230425T090551_20230425T091049_T35UNT_STR,20230428T092031_20230428T092028_T35UNT_STR,20230430T090559_20230430T091055_T35UNS_STR,20230430T090559_20230430T091055_T35UNT_STR,20230508T092031_20230508T092028_T35UNT_STR,20230510T090559_20230510T091059_T35UNS_STR,20230510T090559_20230510T091059_T35UNT_STR,20230513T092029_20230513T092031_T35UMT_STR,20230513T092029_20230513T092031_T35UNT_STR,20230520T090559_20230520T091054_T35UNT_STR,20230523T091559_20230523T091940_T35UNT_STR,20230525T090601_20230525T091013_T35UNT_STR,20230528T092031_20230528T092032_T35UMT_STR,20230528T092031_20230528T092032_T35UNS_STR,20230528T092031_20230528T092032_T35UNT_STR,20230530T090559_20230530T091053_T35UNT_STR,20230602T091559_20230602T091939_T35UMT_STR,20230602T091559_20230602T091939_T35UNT_STR,20230604T090601_20230604T091053_T35UNT_STR,20230617T092031_20230617T092032_T35UNT_STR,20230619T090559_20230619T091056_T35UNT_STR,20230624T090601_20230624T091055_T35UNT_STR,20230702T091559_20230702T091943_T35UMT_STR,20230702T091559_20230702T091943_T35UNT_STR,20230709T090559_20230709T091057_T35UNS_STR,20230709T090559_20230709T091057_T35UNT_STR,20230712T091559_20230712T091940_T35UMT_STR,20230712T091559_20230712T091940_T35UNS_STR,20230712T091559_20230712T091940_T35UNT_STR,20230717T092031_20230717T092032_T35UMT_STR,20230717T092031_20230717T092032_T35UNS_STR,20230717T092031_20230717T092032_T35UNT_STR,20230719T090559_20230719T091058_T35UNT_STR,20230729T090559_20230729T091058_T35UNT_STR,20230801T091559_20230801T091943_T35UMT_STR,20230801T091559_20230801T091943_T35UNS_STR,20230801T091559_20230801T091943_T35UNT_STR,20230803T090601_20230803T091014_T35UNS_STR,20230803T090601_20230803T091014_T35UNT_STR,20230806T092031_20230806T092037_T35UMT_STR,20230806T092031_20230806T092037_T35UNS_STR,20230806T092031_20230806T092037_T35UNT_STR,20230813T090601_20230813T091445_T35UNS_STR,20230813T090601_20230813T091445_T35UNT_STR,20230816T092031_20230816T092034_T35UMT_STR,20230816T092031_20230816T092034_T35UNT_STR,20230821T091559_20230821T092555_T35UMT_STR,20230821T091559_20230821T092555_T35UNS_STR,20230821T091559_20230821T092555_T35UNT_STR,20230823T090601_20230823T091022_T35UNT_STR,20230828T090559_20230828T091557_T35UNS_STR,20230828T090559_20230828T091557_T35UNT_STR,20230905T092031_20230905T092033_T35UMT_STR,20230905T092031_20230905T092033_T35UNS_STR,20230905T092031_20230905T092033_T35UNT_STR,20230907T090559_20230907T090731_T35UNS_STR,20230907T090559_20230907T090731_T35UNT_STR,20230910T091559_20230910T092601_T35UMT_STR,20230910T091559_20230910T092601_T35UNS_STR,20230910T091559_20230910T092601_T35UNT_STR,20230912T090601_20230912T091011_T35UNS_STR,20230912T090601_20230912T091011_T35UNT_STR,20230915T092031_20230915T092032_T35UNT_STR,20230917T090629_20230917T091535_T35UNS_STR,20230917T090629_20230917T091535_T35UNT_STR,20230922T090701_20230922T091334_T35UNS_STR,20230922T090701_20230922T091334_T35UNT_STR,20230925T092031_20230925T092341_T35UNT_STR,20230927T090659_20230927T090954_T35UNT_STR,20230930T091709_20230930T092515_T35UMT_STR,20230930T091709_20230930T092515_T35UNS_STR,20230930T091709_20230930T092515_T35UNT_STR,20231005T092031_20231005T092029_T35UNT_STR,20231010T091819_20231010T091814_T35UMT_STR,20231010T091819_20231010T091814_T35UNS_STR,20231010T091819_20231010T091814_T35UNT_STR,20231017T090859_20231017T090944_T35UNS_STR,20231017T090859_20231017T090944_T35UNT_STR,20231022T091021_20231022T091332_T35UNT_STR,20231104T092141_20231104T092333_T35UNT_STR,20231119T092159_20231119T092200_T35UMT_STR,20231119T092159_20231119T092200_T35UNS_STR,20231119T092159_20231119T092200_T35UNT_STR,20231221T091401_20231221T091404_T35UNT_STR,20231231T091401_20231231T091358_T35UNT_STR,lc,remapped,.geo
0000000000000000000a,,,,,,,,,,,,,,,,,3.8986338439171546,,4.213318920459877,,,4.59205526775784,,,,,,,,,,,4.661714161875026,,,,,,,,,,,2.7182875436449807,,,4.133537737420357,,,4.874651023860421,,,,,5.372771754016141,,5.187857026686204,,,5.415240745155179,,4.759551740828015,,,,,,,,,,,5.003737756724801,,4.746361482711065,,,5.6552991758939095,,3.415834738824373,,,,,,,,,,,,,,5.856715004460342,,1.471510606017513,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.277363353751927,51.453188511726225]}"
0000000000000000000b,,,,,,,,,,,,,,,,,0.8215206702009621,,,,,3.738430826572064,,,,,,,,,,,1.3224623716877701,,,,,,,,,,,,,,,,,,,,,,,,6.153884707124325,,,6.24964460710279,,,,,,,,,,,,,3.7488314748621314,,,,,5.640228829416288,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.17426810382847,51.53643621046838]}"
0000000000000000000c,,,,,,,,,,,,,,,,,,,,,,4.375240118325162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.467038086482457,,,4.248860994974772,,3.8212578404787716,,,,,,,,,,,,,2.399337270632893,,,4.1018398613616185,,,,,,,,,,,,1.9736377165701384,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.180176910186606,51.52049785324865]}"
0000000000000000000d,,,,,,,,,,,,,,,,,,,,,,4.042391156393384,,,,,,,,,,,,,,,,,,,,,,,,,2.7071275608339547,,,,,,,,,,,,,2.9431331157684326,,2.6983756413535467,,,,,2.4484728528799113,,,2.3824332225349756,,,,,2.5346324070781265,,,2.7481360316546866,,2.4941820887481274,,,,,,,,,,2.529552223460745,,,,2.2278738849017086,,0.8190070896191932,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.188886046194707,51.51420403819931]}"
0000000000000000000e,,,,,,,,,,,,,,,,,,,,,,4.850746255612968,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.561559315441417,,,,,,,6.91327215538544,,,6.006316033080052,,4.3205457317585845,,,,,,,,,,,,,,,,9.249860266709273,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.240795582010275,51.50001833107307]}"
0000000000000000000f,,,,,,,,,,,,,,,,,,,2.544590451009149,,,3.4658497547616767,,,,,,,,,,,3.5270046830988258,,,,,,,,,,,,,,3.3145444598598006,,,3.554303189253861,,,,,3.364172723558214,,3.962963441602227,,,4.075576327555304,,3.6202142222397993,,,,,,,,1.121312722597533,,,,,3.586877841798086,,,4.055204131976277,,3.502564363198486,,,2.845109111327433,,,,,,,,,,,3.0162511504426295,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.27861867835663,51.52923562630444]}"
00000000000000000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.043891328262364,,,,,,,5.5270840310726035,,,4.76152947322041,,4.091821714323395,,,,,,,,,,,1.4789457375230162,,,,,3.7222631426354926,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.290177797318552,51.5068332781992]}"
00000000000000000011,,,,,,,,,,,,,,,,,,,,,,3.724635555090007,,,,,,,,,,,,,,,,,,,,,,,,,3.050992282880407,,,,,,,,,,4.028763877561573,,,3.318301630128268,,3.06517892683985,,,,,2.2001455787087787,,,1.6159734942204829,,,2.7388638747252037,,,,,3.032009160978183,,0.8240251973643055,,,,,,,,,,2.6286268434286657,,,,0.28041594152818194,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.193785298416305,51.51703345554036]}"
00000000000000000012,,,,,,,,,,,,,,,,,2.1856281789792638,,2.1951054045402545,,,3.036295649686368,,,,,,,,,,,2.9127574804959115,,,,,,,,,,,0.9261627370267769,,,2.4589733050253386,,,,,,,,,,3.2692205711286895,,,3.0640825354863725,,2.7563318849420875,,,,,,,,1.768060679879048,,,2.7456905749920004,,2.465107070075141,,,2.827298273575279,,2.6195437508105153,,,2.1481052704679184,,1.0246399562645392,,,,,2.7833518300737654,,,,3.094544072270123,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.17128252187591,51.507224227389834]}"
00000000000000000013,,,,,,,,,,,,,,,,,,,,,,4.149163991956214,,,,,,,,,,,4.112604076359548,,,,,,,,,,,,,,2.425920031778937,,,3.5982914165574678,,,,,,,6.0922270594270325,,,5.902675283739086,,4.233617513358188,,,,,1.8550388883300921,,,0.9501927104396345,,,3.5754684666657393,,2.6070926054264683,,,7.390878430299478,,1.5691072221786257,,,,,,,,,,1.0839122158059187,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.27180732091728,51.48715064527318]}"
00000000000000000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7969800420358879,,,,,,,,,,,,,,3.646394602025177,,,,,,,,,,,,,4.403338505837922,,,,,,,1.3789976194602291,,,,,,3.5655840967788177,,3.4230634468753323,,,4.240010005816851,,3.0971713428324312,,,,,,,,,,2.1742638757710013,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.150883975095013,51.51359878565133]}"
00000000000000000015,,,,,,,,,,,,,,,,,,,3.378900572285901,,,3.768721234501084,,,,,,,,,,,3.8476881299700056,,,,,,,,,,,,,,3.1377892564483783,,,3.7888669578396543,,,,,3.792515290297078,,4.283974808089587,,,4.269835223956984,,3.803755604490942,,,,,,,,1.3879055728177094,,,3.518594687758119,,3.892128853030216,,,4.393633219660545,,3.586141645773198,,,,,,,,,,,,,,3.809000908922987,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.273369960217096,51.52435047827168]}"
00000000000000000016,,,,,,,,,,,,,,,,,,,,,,4.21787484540961,,,,,,,,,,,3.8329549965674645,,,,,,,,,,,,,,,,,3.220170382199104,,,,,,,4.499375908823511,,,3.692261740193616,,3.323024624869937,,,,,3.47850280175674,,,,,,2.974369077185114,,3.5729771136156288,,,4.024293686527244,,3.5374426041600926,,,,,,,,,,2.141950705154142,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.212136281384137,51.49118807052729]}"
00000000000000000017,,,,,,,,,,,,,,,,,,,,,,4.253577138831556,,,,,,,,,,,,,,,,,,,,,,,,,3.625149028912153,,,4.1095665863582065,,,,,,,5.0158202183219585,,,4.941367413181297,,4.286533980142503,,5.4705710367821245,,,,,,,,,,,3.912177358354841,,,4.839720585989574,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.288532828155784,51.52629874613838]}"
00000000000000000018,,,,,,,,,,,,,,,,,4.45944690812472,,4.390895155822339,,,4.852297676934136,,,,,,,,,,,4.995745941084259,,,,,,,,,,,3.6623391375249748,,,,,,5.263963143571434,,,,,5.685808816464309,,5.472770564410151,,,5.8038076575921504,,5.079794346340119,,,,,,,,,,,4.495315427412522,,5.193726668282161,,,6.081348916570616,,,,,,,,,,,,,,,,6.1609844501867315,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.27449782223363,51.45305461624052]}"
00000000000000000019,,,,,,,,,,,,,,,,,2.8803754004221114,,1.1383353912370817,,,,,,,,,,,,,,2.972470374875058,,,,,,,,,,,,,,3.0391651567688336,,,,,,,,,,3.6957621828498755,,,3.800887567386065,,3.2847965839498436,,,,,2.183059318265677,,,,,,3.5040253722478476,,3.295763215780799,,,3.570487021318639,,3.2966332949208024,,,,,,,,,,2.9231869103957195,,,,3.228454474148567,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.15795770032291,51.513581250993]}"
0000000000000000001a,,,,,,,,,,,,,,,,,,,1.4402131434200574,,,3.2811650754102506,,,,,,,,,,,,,,,,,,,,,,,,,2.3310326621645974,,,,,,,,,,3.5188466637583278,,,3.300479369909585,,2.8564711346918226,,,,,,,,1.533977269585711,,,2.340547842773991,,2.1401157906266297,,,2.528222120808366,,2.223582648365946,,,,,,,,,,2.5102307412629767,,,,2.2307276509516365,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.170195519804135,51.51182262785171]}"
0000000000000000001b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.514953661938103,,,,,,,,,,,,,,,,,,,,,5.659308698442247,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.167733405527798,51.541148529646044]}"
0000000000000000001c,,,,,,,,,,,,,,,,,1.9358394400062475,,1.8601121653775239,,,2.599707968921618,,,,,,,,,,,2.4658176174509823,,,,,,,,,,,,,,1.999820699497145,,,1.6744463830307768,,,,,1.2960780515692403,,2.47848011847256,,,2.424183756856421,,2.236504705584779,,,,,,,,,,,,,2.1277915182567777,,,2.2840973368577675,,2.1436009980113058,,,1.9938051208617196,,,,,,,2.2059809410112514,,,,2.6616335758546583,,2.61011719919927,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.177076251385518,51.5009429462726]}"
0000000000000000001d,,,,,,,,,,,,,,,,,,,,,,3.7985262335563195,,,,,,,,,,,3.3959466275714694,,,,,,,,,,,,,,,,,3.9499531516682804,,,,,,,,,,4.224675766194489,,3.766769787081245,,3.4602841887614626,,,3.072637582852457,,,2.517375960641978,,,,,3.174805411946476,,,4.095952125903971,,3.21808365791563,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.266639423533707,51.514660932893065]}"
0000000000000000001e,,,,,,,,,,,,,,,,,,,,,,2.371624158353222,,,,,,,,,,,,,,,,,,,,,,,,,3.178330479295346,,,,,,,,,,5.719452008098162,,,,,,,,,,,,,,,,,,,,,4.675669180292662,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.172700581518654,51.54036455193086]}"
0000000000000000001f,,,,,,,,,,,,,,,,,,,,,,3.9600133820185586,,,,,,,,,,,,,,,,,,,,,,,,,2.70844512245282,,,,,,,,,,4.574768416735591,,,3.925198226829235,,3.6255906028271805,,,,,2.2312023450457863,,,,,,,,,,,4.122299077018859,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.201100058439184,51.51835096917731]}"
00000000000000000020,,,,,,,,,,,,,,,,,,,,,,5.08526667661948,,,,,,,,,,,3.6133364182210563,,,,,,,,,,,,,,5.2482831840342135,,,5.8835228705892755,,,,,,,6.216561669935715,,,6.739410989679176,,6.031747367106328,,,,,,,,0.5036976234712839,,,6.116042915655642,,,,,7.238408098415452,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.260064875746522,51.523583020384415]}"
00000000000000000021,,,,,,,,,,,,,,,,,,,,,,3.163353301500247,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.513205809928392,,,,,,,5.60841765803815,,,5.108541802213846,,4.312287245207633,,,,,,,,,,,,,,,,5.301434016281785,,,,,,,,,,,,1.6612484401045473,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.26565109626072,51.51088997112915]}"
00000000000000000022,,,,,,,,,,,,,,,,,,,,,,3.3337505336791753,,,,,,,,,,,3.9797802101187156,,,,,,,,,,,0.4513655433308781,,,2.8918253583432327,,,4.586500279757441,,,,,,,5.570708715456143,,,5.746003848354833,,4.739984230659987,,,,,2.231981705105494,,,,,,4.112417451919072,,3.1358722467271107,,,6.337466394549865,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.273039077001098,51.4879347645899]}"
00000000000000000023,,,,,,,,,,,,,,,,,,,,,,3.7086529726344173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.473839309480455,,,3.5448594131166975,,3.2424465031310277,,,,,2.0230831142996446,,,,,,,,1.771839556510216,,,3.507513547430233,,,,,,,0.4931978909066475,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.203579363541554,51.512315610999465]}"
00000000000000000024,,,,,,,,,,,,,,,,,,,,,,4.18055726287046,,,,,,,,,,,4.028990293035702,,,,,,,,,,,,,,,,,4.202719238069323,,,,,,,5.554943684277351,,,5.649935226051175,,4.498021014423327,,,,,1.7639474722803856,,,,,,,,3.589392596091273,,,6.304231433911659,,,,,,,,,,,,2.4665243414794507,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.293996914270057,51.49109962251925]}"
00000000000000000025,,,,,,,,,,,,,,,,,,,2.757180959999967,,,3.5401118385548496,,,,,,,,,,,3.6978476896307635,,,,,,,,,,,,,,3.379286522767982,,,3.779666015620675,,,,,3.7687051734145807,,4.067081650909112,,,4.178381628460355,,3.7196982966528997,,5.189014631604391,,,,,,,,,,,3.8044962650523977,,,4.2655316329056445,,3.7081426390174297,,,2.1402979745886492,,,,,,,,,,,2.4364129285963756,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.283218014780978,51.528867155003425]}"
00000000000000000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.613783981254041,,,,,,,5.3786621515442725,,,4.814615156645137,,4.1225121951157275,,2.651538458000235,,,1.096201585263622,,,,,,3.7158774442953857,,2.6784535427482763,,,4.163108298567687,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.272670982652023,51.50379992602361]}"
